Alterno;Nombre;P Normal;Marca;Categoria;Unidades Vendidas;Valor Total;Valor Promedio;fecha de compra;Precio 2;Pagar
365284 13;T.P PACER NEXT NAVY 365284 13 # 7;1,990.00;PUMA;ZAPATO;1;1,790.00;1,790.00;30/1/2019;L1,790.00;
082918 01;BALON FUTBOL PUMA   BLUE/WHT 082918 01 ;590.00;PUMA;ACCESORIOS;1;590.00;590.00;9/2/2018;L490.00;
WF57958;T. KEDS METALLIC GREY WF57958 # 5;1,490.00;KEDS;ZAPATO;1;596.00;596.00;18/3/2018;L1,390.00;
191245 04;T.P MEGA NRGY HEATHER KANIT GY 191245 04 # 11C;1,590.00;PUMA;ZAPATO;1;1,590.00;1,590.00;10/5/2019;L1,490.00;ESTA BUENO
943285-007;T. FLEX EXPERIENCE RN 7 BLK/RED 943285-007 # 10.5;1,690.00;NIKE;ZAPATO;1;1,690.00;1,690.00;28/11/2018;L1,590.00;
LR90010PU SILVER;SANDALIA.KEN SUNDAY FUN-DAY LR90010PU SILVER # 36;650.00;KENNETH COLE;SANDALIAS;1;552.50;552.50;14/2/2018;L590.00;
192448 01;T.P DEFY MID SPARKLE WNS BLACK 192448 01 # 5.5;2,190.00;PUMA;ZAPATO;1;1,990.00;1,990.00;10/5/2019;L1,990.00;ESTA BUENO
599409-030;T.N W NIKE AIR MAX THEA  BLACK/GREY 599409-030 # 5;2,590.00;NIKE;ZAPATO;1;2,075.00;2,075.00;30/10/2018;L2,390.00;
KC322;JOGGER HALLY NAVY BLUE;600.00;K2C;ROPA;1;600.00;600.00;0/1/1900;L0.00;
KC303;RIDER RED;490.00;K2C;ROPA;1;294.00;294.00;0/1/1900;L0.00;
A1M69 001;P. LVL LK SWEATPANT BLACK A1M69 001 # S;1,890.00;TIMBERLAND;ROPA;1;1,890.00;1,890.00;30/10/2018;L1,690.00;
KC325;JOGGER LINDSAY NAVY BLUE;600.00;K2C;ROPA;1;600.00;600.00;0/1/1900;L0.00;
A1R76 052;SUDADERA EXETER RV GREY A1R76 052 S;2,790.00;TIMBERLAND;ROPA;1;2,790.00;2,790.00;30/10/2018;L2,590.00;
A1EJR TB9;T. GORRA CORDUROY LOGO HAT DRESS BLUES A1EJR TB9;990.00;TIMBERLAND;ACCESORIOS;1;790.00;790.00;28/1/2019;L950.00;
834042 501;T.N FREE RN PURPLE 834042 501 # 7C;590.00;NIKE;ZAPATO;1;590.00;590.00;1/9/2017;L0.00;
A1N3G;T. CITY CASUAL BROW A1N3G # 7;4,450.00;TIMBERLAND;ZAPATO;1;3,560.00;3,560.00;16/8/2018;L3,990.00;
A1O2D;T. FLYROAM GO PINK A1OD2 # 5.5;2,990.00;TIMBERLAND;ZAPATO;1;2,390.00;2,390.00;22/7/2018;L2,790.00;
359854 04;T.PUMA  ELSU V2 AC JR NAVY/WTH 359854 04 # 6C;1,290.00;PUMA;ZAPATO;1;600.00;600.00;9/7/2016;L1,190.00;
576683 03;SUDADERA PUMA FERRARI 576683 03 S;1,850.00;PUMA;ROPA;1;550.00;550.00;16/8/2018;L1,690.00;
KL160549;T.K ACE BOW JR GREY KL160549 # 5C;1,290.00;KEDS;ZAPATO;1;590.00;590.00;20/8/2018;L1,150.00;
8-11882C889;T. DE BAÑO NIÑO SPEEDO RD/BL 8-11882C889 # 1;790.00;SPEEDO;ROPA;1;790.00;790.00;4/3/2019;L690.00;
FOR-EM3016-OR;ALFOMBRA DE LLOGA NARANJA FOR-EM3016-OR ;490.00;FORTIS;ACCESORIOS;1;416.50;416.50;1/10/2018;L450.00;
7-32SPW0135001;T.LACOSTE LANCELLE WHT 7-32SPW0135001 # 5 ;2,590.00;LACOSTE;ZAPATO;1;2,201.50;2,201.50;2/3/2019;L2,390.00;
663627C;CONVERSE MOUSE/ENAMEL GOLD 663627C # 1;1,390.00;CONVERSE;ZAPATO;1;1,181.50;1,181.50;11/5/2019;L1,290.00;COBRAR
RSM3-285AM BLACK;KENNETH COLE RSM3-285AM BLACK # 7.5;1,690.00;KENNETH COLE;ZAPATO;1;1,436.50;1,436.50;17/5/2019;L1,490.00;COBRAR
A1NBH B68;C. LS WELLFLEET STRIPES DRK SAPPH A1NBH B68 L;1,490.00;TIMBERLAND;ROPA;1;1,490.00;1,490.00;26/11/2018;L1,390.00;
A1R76 001;S. EXETER RV FULL ZIP H BLACK A1R76 001 # XL;2,790.00;TIMBERLAND;ROPA;1;2,232.00;2,232.00;30/10/2018;L2,590.00;
369595 01;T.P BASKET CRUSH EMBOSS WH 369595 01 # 5.5;2,190.00;PUMA;ZAPATO;1;1,990.00;1,990.00;10/5/2019;L1,990.00;ESTA BUENO
A1LU4;Z.T. 6  PREMIUM BOOT MIDNIGHT NVY A1LU4 # 7.5;4,590.00;TIMBERLAND;ZAPATO;1;4,131.00;4,131.00;22/2/2019;L4,190.00;
STS82167;Z. SPERRY SKY SAIL FUSCHIA STS82167 # 5.5;2,190.00;SPERRY TOP SIDER;ZAPATO;1;1,515.00;1,515.00;1/12/2018;L1,990.00;
A1MTK-32 433;P. SQM LAKE TWILL CARGO DARK SAPP A1MTK-32 433 36;2,190.00;TIMBERLAND;ROPA;1;1,752.00;1,752.00;26/11/2018;L1,990.00;
VN0006I6CAR;VANS G. STAY CLASSIC VN0006I6CAR;690.00;VANS;ACCESORIOS;1;690.00;690.00;29/1/2019;L650.00;
KC297;BOLT BLACK/PINK;490.00;K2C;ROPA;1;294.00;294.00;0/1/1900;L0.00;
163954C;CONVERSE HIGT STREET BLK/WHT 163954C # 6;1,990.00;CONVERSE;ZAPATO;1;1,990.00;1,990.00;11/5/2019;L1,790.00;ESTA BUENO
306241 02;T.P SF FUTURE BLCK WH 306241 02 # 7;2,190.00;PUMA;ZAPATO;1;2,190.00;2,190.00;1/11/2018;L1,990.00;
016600309;TABLA DE NATACION SPEEDO BLUE 016600309;590.00;SPEEDO;ACCESORIOS;1;590.00;590.00;30/7/2018;L550.00;
679424 522;GORRA NIKE TENNIS BLUE 679424 522;550.00;NIKE;ACCESORIOS;1;450.00;450.00;22/3/2018;L490.00;
AC102EX WHITE;OVERGRIP SUPER GRAP 3 WHITE AC102EX WHITE;190.00;YONEX;ACCESORIOS;1;190.00;190.00;14/9/2015;L150.00;
075774 02;MOCHILA PUMA BLACK MOTOR SPORT 075774 02;1,790.00;PUMA;ACCESORIOS;1;1,521.50;1,521.50;10/5/2019;L1,590.00;COBRAR
A1S48 M52;C. LS PLEASANT RIVER OX  POMEGRAN A1S48 M52 L;1,290.00;TIMBERLAND;ROPA;1;645.00;645.00;26/11/2018;L1,190.00;
A127J;T.YOUTHS JEUNES 2 WHE JR BRW A127J # 12.5;2,190.00;TIMBERLAND;ZAPATO;1;1,861.50;1,861.50;16/8/2018;L1,990.00;
A1KTE-I70;C.T MILL NIL SHIRT SL NAVY A1KTE-I70 # S;1,790.00;TIMBERLAND;ROPA;1;1,790.00;1,790.00;25/7/2018;L1,650.00;
A1L1Z J82;CHUMPA TIMB RED AJL1Z J82 # S;2,190.00;TIMBERLAND;ROPA;1;1,990.00;1,990.00;31/5/2018;L1,990.00;
563412C;CONVERSE  CTAS OX PINK 563412C # 5;1,790.00;CONVERSE;ZAPATO;1;1,590.00;1,590.00;11/5/2019;L1,590.00;ESTA BUENO
8-08210A084;LENTE SPEEDO ANTI FOG GREEN 8-08210A084 ;1,690.00;SPEEDO;ACCESORIOS;1;845.00;845.00;31/10/2016;L1,490.00;
8-08686C884;T. DE BAÑO SPEEDO NIÑO BK/BL 8-08686C884 # 26;590.00;SPEEDO;ROPA;1;490.00;490.00;4/3/2019;L490.00;
AQU-21200-ASST;AGUATEK GORRO CLASSIC BLUE AQU-21200-ASST ;190.00;AQUATEK;ACCESORIOS;1;190.00;190.00;22/7/2016;L150.00;
561740C;T.CONVERSE CTAS MADISON OX BLCK WH 561740C # 5;1,790.00;CONVERSE;ZAPATO;1;1,690.00;1,690.00;4/12/2018;L1,690.00;
306387 02;T.P BMW MMS WHITE/GREY 306387 02 # 7;2,190.00;PUMA;ZAPATO;1;1,752.00;1,752.00;30/1/2019;L1,990.00;
899656 814;GORRA NIKE WMNS  CRIMSON ROSA  899656 814 ;550.00;NIKE;ACCESORIOS;1;550.00;550.00;27/7/2018;L490.00;
075746 01;MOCHILA BMW MOTOR SPORT NAVY 075746 01;1,790.00;PUMA;ACCESORIOS;1;1,521.50;1,521.50;10/5/2019;L1,590.00;COBRAR
NLGB6079XL;GUANTE NIKE DE ENTREN BLK/GREN NLGB6079XL XL;690.00;NIKE;ACCESORIOS;1;650.00;650.00;19/2/2018;L650.00;
A1EII TB9;CASUAL CREW 3 PK DRESS BLUES A1EII TB9 M;650.00;TIMBERLAND;ACCESORIOS;1;650.00;650.00;26/11/2018;L590.00;
896185-006;T. NIKE AIR FORCE 1 '07 PRM BLK/BLK 896185-006 # 5;3,250.00;NIKE;ZAPATO;1;2,762.50;2,762.50;25/2/2019;L2,990.00;
022098 01;GORRA PUMA ENERGY TRANING BLACK 022098 01;650.00;PUMA;ACCESORIOS;1;650.00;650.00;10/5/2019;L590.00;ESTA BUENO
YB59755;T.SPERRY BODIE BRW YB59755 # 12.5C;1,490.00;SPERRY TOP SIDER;ZAPATO;1;790.00;790.00;22/7/2018;L1,290.00;
A1KFP;T. SADLER PASS BROW A1KFP # 7;3,190.00;TIMBERLAND;ZAPATO;1;1,990.00;1,990.00;26/10/2017;L2,950.00;
191182 05;T.P ENZO STREET BLACK 191182 05 # 11C;1,790.00;PUMA;ZAPATO;1;1,790.00;1,790.00;16/8/2018;L1,590.00;
074102 01;MOCHILA  P ACADEMY FEMALE BLK/GREY 074102 01 ;990.00;PUMA;ACCESORIOS;1;495.00;495.00;10/12/2016;L850.00;
FOR-1617-XL;GUANTE PARA PESAS BLCK FOR-1617-XL;350.00;FORTIS;ACCESORIOS;1;350.00;350.00;4/3/2019;L290.00;
5549R;T. EK STORMBUCK BLACK SMOOTH 5549R # 7;3,290.00;TIMBERLAND;ZAPATO;1;2,800.00;2,800.00;30/10/2018;L2,990.00;
A1LMR K76;C. SS KBC SSNL PATTERN WHITE TREE A1LMR K76 L;890.00;TIMBERLAND;ROPA;1;815.00;815.00;26/11/2018;L790.00;
204112-410;SANDALIA  CROCS FROZEN NVY 204112-410 # C6;890.00;CROCS;SANDALIAS;1;915.00;915.00;11/8/2017;L0.00;
VN0A38H4Q6G;T.V CHECK LACE VICTORIA BLU VN0A38H4Q6G # 10.5C;1,490.00;VANS;ZAPATO;1;690.00;690.00;16/3/2018;L1,390.00;
365828 02;T.PUMA SUEDE PLAT MONO SATIN BEIGE 365828 02 # 5.5;990.00;PUMA;ZAPATO;1;990.00;990.00;12/8/2017;L0.00;
KC118;Hibi Orange Stripes;690.00;K2C;ROPA;1;345.00;345.00;0/1/1900;L0.00;
KC103;Santorini Orange/Stripes;690.00;K2C;ROPA;1;345.00;345.00;0/1/1900;L0.00;
A1BB1;T. CITYBLAZER CHUKKA  GREY A1BB1 # 7;1,390.00;TIMBERLAND;ZAPATO;1;990.00;990.00;10/5/2017;L0.00;
A1QDR;Z.T LAFAYETTE PARK BRW/PRPL A1QDR  # 7.5;3,190.00;TIMBERLAND;ZAPATO;1;2,233.00;2,233.00;27/9/2018;L2,990.00;
364701 01U;T.PUMA SUEDE PLAT SNK BLK/PINK 364701 01 # 1C;790.00;PUMA;ZAPATO;1;790.00;790.00;3/7/2017;L0.00;
A1QCZ;Z.T SAWYER LANE WP BLCK A1QCZ # 7.5;2,890.00;TIMBERLAND;ZAPATO;1;2,690.00;2,690.00;27/9/2018;L2,690.00;
160481C;CONVERSE CTAS ULTRA OX BLACK # 6;1,990.00;CONVERSE;ZAPATO;1;1,890.00;1,890.00;11/5/2019;L1,890.00;ESTA BUENO
SOL-BNS-140BS;BODY SCUL WAIST WRAP SOL-BNS-140BS;390.00;BODY;ACCESORIOS;1;204.00;204.00;30/3/2017;L350.00;
AQS-37 BK;SNORQUEL AQUATECK BLK AQS-37 BK;190.00;AQUATEK;ACCESORIOS;1;159.00;159.00;20/3/2018;L150.00;
AQS-37 TB;SNORQUEL AQUATECK BLUE AQS-37 TB;190.00;AQUATEK;ACCESORIOS;1;159.00;159.00;20/3/2018;L150.00;
AQS-37 NY;SNORQUEL AQUATECK YELLOW AQS-37 NY;190.00;AQUATEK;ACCESORIOS;1;159.00;159.00;20/3/2018;L150.00;
AA6576-451;C. M NSW TEE TABLE HBR 24 OBS/WHT AA6576-451 # L;790.00;NIKE;ROPA;1;690.00;690.00;24/1/2019;L690.00;
STWS16B002-03;MEDIAS STRIPE WHT/GRAY STWS16B002-03 # M/L;550.00;SPERRY TOP SIDER;ACCESORIOS;1;0.00;0.00;19/12/2018;L490.00;
A1LPV M40;C. LS BACK RV FLANNEL OCEAN DEPTH A1LPV M40 L;1,590.00;TIMBERLAND;ROPA;1;1,351.50;1,351.50;26/11/2018;L1,490.00;
A1K5Q;T. ATLANTIC HEIGHTS BROW A1K5Q # 5.5;2,590.00;TIMBERLAND;ZAPATO;1;1,490.00;1,490.00;26/10/2017;L2,390.00;
7-36CAC0014B53;T.LACOSTE LEORND WHT 7-36CAC0014B53 # 11C;1,690.00;LACOSTE;ZAPATO;1;790.00;790.00;21/8/2018;L1,490.00;
RMS9007NE BLACK;SANDALIA KENNETH COLE RMS9007NE BLACK # 8;850.00;KENNETH COLE;ZAPATO;1;850.00;850.00;17/5/2019;L790.00;ESTA BUENO
KC273;IVANONIC PINK;490.00;K2C;ROPA;1;294.00;294.00;0/1/1900;L0.00;
8-017890004;TABLA  NATACION SPEEDO RED 8-017890004 ;790.00;SPEEDO;ACCESORIOS;1;671.50;671.50;30/7/2018;L750.00;
FOR-8000-14-BK;GUANTES BOX BLACK FOR-8000-14-BK;890.00;FORTIS;ACCESORIOS;1;790.00;790.00;4/3/2019;L790.00;
STS17657;T.SPERRY FLEX CVS NAVY STS17657 # 7;1,990.00;SPERRY TOP SIDER;ZAPATO;1;990.00;990.00;22/7/2018;L1,890.00;
7-37CMA004618C;T.LACOSTE LEROND WHITE 7-37CMA004618C # 7;2,790.00;LACOSTE;ZAPATO;1;2,590.00;2,590.00;2/3/2019;L2,590.00;
A1MTV-32 N63;D. SARGENT LAKE DENIM 3D RINSE A1MTV-32 N63 36;1,990.00;TIMBERLAND;ROPA;1;1,691.50;1,691.50;26/11/2018;L1,790.00;
A1HQH;T. KILLINGTON CHUKKA GREY A1HQH # 7;2,990.00;TIMBERLAND;ZAPATO;1;1,990.00;1,990.00;22/7/2018;L2,790.00;
A1QDU;Z.T LAFAYETTE PARK BLCK A1QDU # 7.5;2,990.00;TIMBERLAND;ZAPATO;1;2,190.00;2,190.00;27/9/2018;L2,790.00;
992637T;ZAPATO POLO KODY GREEN 992637T # 5;1,390.00;POLO RALPH LAUREN;ZAPATO;1;690.00;690.00;26/10/2016;L1,190.00;
8-11317B972 BLK;LENTE NATACIÓN SPEEDO BLK 8-11317B972;450.00;SPEEDO;ACCESORIOS;1;390.00;390.00;5/3/2019;L390.00;
8-09795A260;L. SPEEDO AQUA. MAX MIRROR 2 ORANGE 8-09795A260;890.00;SPEEDO;ACCESORIOS;1;410.00;410.00;31/10/2016;L750.00;
AH3443 401;T.N FLEX CONTACT BLUE AH3443 401 # 3.5Y;1,850.00;NIKE;ZAPATO;1;1,590.00;1,590.00;28/9/2018;L1,790.00;
921442 601;T.N STAR RUNNER PINK 921442 601 # 1.5Y;1,690.00;NIKE;ZAPATO;1;890.00;890.00;28/9/2018;L1,590.00;
AA2181-600;T.N NIKE VIALE RED/WHT AA2181-600 # 6.5;2,190.00;NIKE;ZAPATO;1;1,611.00;1,611.00;30/10/2018;L1,990.00;
943285-006;T. FLEX EXPERIENCE RN 7 BLK/ANTH 943285-006 # 10.5;1,690.00;NIKE;ZAPATO;1;1,352.00;1,352.00;28/11/2018;L1,590.00;
709849086;GORRO P/NADAR SPEEDO PLAIN GREY 709849086;250.00;SPEEDO;ACCESORIOS;1;250.00;250.00;28/3/2017;L190.00;
8-012329308;LENTE SPEEDO ANTI FOG BLUE 8-012329308;590.00;SPEEDO;ACCESORIOS;1;295.00;295.00;4/3/2016;L490.00;
AC102EX DEEP BLUE;OVERGRIP SUPER GRAP 3 BLUE AC102EX DEEP BLUE;190.00;YONEX;ACCESORIOS;1;190.00;190.00;14/9/2015;L150.00;
MR90037FB BLK;T. KENNETH COLE PINCH WEEK-END BLK MR90037FB # 8;799.00;KENNETH COLE;ZAPATO;1;799.00;799.00;18/3/2017;L0.00;
AQU-22307-GREEN;CHAPALETA DE ENTRENAMIENTO AQU-22307-GREEEN #35/36;650.00;AQUATEK;ACCESORIOS;1;650.00;650.00;20/3/2018;L590.00;
A13XN H19;CAMISA LS RATTLE RVR OXFORD RED A13XN H19 S;1,490.00;TIMBERLAND;ROPA;1;745.00;745.00;21/12/2017;L1,390.00;
A1PFD;Z.T. SANDSPOINT VENETIAN JET BLK A1PFD # 7.5;2,990.00;TIMBERLAND;ZAPATO;1;2,093.00;2,093.00;16/8/2018;L2,790.00;
852429 53;BUSO PUMA GREY 852429 53 # S;1,190.00;PUMA;ROPA;1;1,190.00;1,190.00;10/5/2019;L990.00;ESTA BUENO
AQU-22307;CHAPALETAS TRAINING FINS NAVY AQU-22307 # 33-34;650.00;AQUATEK;ACCESORIOS;1;590.00;590.00;4/9/2017;L590.00;
AQ0123-010;T.N. SEAMLESS LIGHT BRA BLK/WHT AQ0123-010 # S;990.00;NIKE;ROPA;1;990.00;990.00;16/4/2019;L890.00;ESTA BUENO
WH59359;K. CHAMPION STARLIGHT STUD WHT WH59359 # 5;2,190.00;KEDS;ZAPATO;1;1,990.00;1,990.00;23/4/2019;L1,990.00;ESTA BUENO
RWS5-294AM SILVER;KENNETH COLE MARLIN RWS5-294AM SILVER # 6;1,390.00;KENNETH COLE;ZAPATO;1;1,390.00;1,390.00;17/5/2019;L1,190.00;ESTA BUENO
AC2286 010;MUÑEQUERA NIKE BLK/WHT  AC2286 010;250.00;NIKE;ACCESORIOS;1;125.00;125.00;1/7/2017;L190.00;
NE01041MD;CINTURON NIKE DE PESAS BLCK/ORANGE NE01041MD # M;990.00;NIKE;ACCESORIOS;1;890.00;890.00;28/7/2018;L890.00;
7-37CMA00662A9;T.LACOSTE SIDELINE KHK/WHT 7-37CMA00662A9 # 7;2,190.00;LACOSTE;ZAPATO;1;1,990.00;1,990.00;2/3/2019;L1,990.00;
577827 02;CAMISA PUMA BLACK/RED 577827 02 XL;1,100.00;PUMA;ROPA;1;990.00;990.00;30/1/2019;L990.00;
LR90004 NAVY;Z. KENNETH COLE ATLANTIS 2 NAVY LR90004 # 6;490.00;KENNETH COLE;ZAPATO;1;490.00;490.00;10/5/2017;L0.00;
A1LP7 M34;C. LS BUFFALO CHCK FLAN  MICRO CH A1LP7 M34 L;1,490.00;TIMBERLAND;ROPA;1;1,490.00;1,490.00;26/11/2018;L1,390.00;
A1JZI;Z.T BRADSTREET PT CHUKKA BROW  A1JZI # 7;2,890.00;TIMBERLAND;ZAPATO;1;2,023.00;2,023.00;22/7/2018;L2,650.00;
880268-202;T.N SB PORTMORE II SOLAR GREY/WHT 880268-202 # 6.5;2,190.00;NIKE;ZAPATO;1;1,861.50;1,861.50;30/10/2018;L1,990.00;
136823C;CONVERSE CTAS OX WHITE 136823C # 3;1,990.00;CONVERSE;ZAPATO;1;1,990.00;1,990.00;11/5/2019;L1,890.00;ESTA BUENO
FOR-DBS1158;CHROME DUMBELL SET 15 KG FOR-DBS1158;2,390.00;FORTIS;ACCESORIOS;1;2,390.00;2,390.00;1/10/2018;L2,190.00;
8-10856B443;T. DE BAÑO SPEEDO BLCK CABALLERO 8-10856B443 # 30;790.00;SPEEDO;ROPA;1;690.00;690.00;4/3/2019;L690.00;
BA5767-013;NIKE. MOCHILA Y NK ELMNTL BK/PK BA5767-013;1,100.00;NIKE;ACCESORIOS;1;990.00;990.00;22/2/2019;L990.00;
BA5230 471;MOCHILA NIKE NAVY ;1,790.00;NIKE;ACCESORIOS;1;1,522.00;1,522.00;6/6/2018;L1,690.00;
NMS38010LG;RODILLERA NIKE PRO COMBAT BLK NMS38010LG L;650.00;NIKE;ACCESORIOS;1;650.00;650.00;28/7/2018;L590.00;
749571-154;T.N CLASSIC CORTEZ  WHT/RED 749571-154 # 6.5;2,390.00;NIKE;ZAPATO;1;2,032.00;2,032.00;30/10/2018;L2,290.00;
MR90073PU BLACK;Z KENNETH COLE BIG AMB BLACK MR90073PU BLACK # 40;990.00;KENNETH COLE;ZAPATO;1;990.00;990.00;31/10/2017;L0.00;
15002-00053;CHUMPA HERSCHEL NAVY 15002-00053 S;1,990.00;HERSCHEL;ROPA;1;693.00;693.00;2/11/2017;L1,890.00;
838055 091;LICRA MENS  NIKE GREY 838055 091 # S;990.00;NIKE;ROPA;1;495.00;495.00;29/9/2018;L850.00;
STS99785;Z. SPERRY 7 SEAS SPORT PINK STS99785 # 5.5;1,790.00;SPERRY TOP SIDER;ZAPATO;1;1,090.00;1,090.00;30/10/2017;L0.00;
074885 02;MOCHILA PUMA WHITE/BLK 074885 02;1,790.00;PUMA;ACCESORIOS;1;1,590.00;1,590.00;7/6/2018;L1,590.00;
008487780;TRAJE BAÑO SPEEDO BOYS ENDURANC NAVY 008487780 #26;590.00;SPEEDO;ROPA;1;590.00;590.00;4/3/2019;L490.00;
VN000QN8Y28;VANS C. FULL PACTH BLK/WHT VN000QN8Y28 # M;790.00;VANS;ROPA;1;690.00;690.00;29/1/2019;L690.00;
854739 06;BUSO PUMA  NAVY 854736 06 # S;1,190.00;PUMA;ROPA;1;1,190.00;1,190.00;#N/A;#N/A;
880268-400;T.N SB PORTMORE II SOLAR RD 880268-400 # 6.5 ;2,190.00;NIKE;ZAPATO;1;2,190.00;2,190.00;30/10/2018;L1,990.00;
A1EIF 010;3PK STRIPED CASUAL C CHARCOAL A1EF 010 M;650.00;TIMBERLAND;ACCESORIOS;1;552.50;552.50;26/11/2018;L590.00;
709842610;GORRO P/NADAR SPEEDO PLAIN MOULDED BLUE 709842610;250.00;SPEEDO;ACCESORIOS;1;250.00;250.00;28/3/2017;L190.00;
FOR-1559-WH;BANDA FORTIS SPORT WHITE FOR-1559-WH;250.00;FORTIS;ACCESORIOS;1;220.00;220.00;8/12/2018;L220.00;
16006-2K8;SANDALIA  CROCS BROWN 16006-2K8 # 7;790.00;CROCS;SANDALIAS;1;815.00;815.00;15/5/2017;L0.00;
TB0A17ZY 433;GORRA TIMBERLAND PANEL CAP NAVY TB0A17ZY 433;850.00;TIMBERLAND;ACCESORIOS;1;434.00;434.00;21/12/2017;L790.00;
163957C;CONVERSE HIGH STREE WHITE/BLK 163957C # 6;1,990.00;CONVERSE;ZAPATO;1;1,815.00;1,815.00;11/5/2019;L1,790.00;ESTA BUENO
KC120;HIBI FLEMISH/WHITE;690.00;K2C;ROPA;1;250.00;250.00;0/1/1900;L0.00;
BA-105-B;TENSOR SLIM TONER PINK BA-105-B ;350.00;BODY SCULPTURE;ACCESORIOS;1;350.00;350.00;1/10/2018;L290.00;
H80056;Z.ROCKPORT SP PERF CAP TOE BROW H80056 # 7;2,590.00;ROCKPORT;ZAPATO;1;1,295.00;1,295.00;15/8/2017;L2,350.00;
KC274;RIDE WA BLACK/WHITE;650.00;K2C;ROPA;1;650.00;650.00;0/1/1900;L0.00;
KC246;LOWY BLACK/WHITE;590.00;K2C;ROPA;1;354.00;354.00;0/1/1900;L0.00;
159628C;CONVERSE CTAS ULTRA MID WHITE 159628C # 6;1,990.00;CONVERSE;ZAPATO;1;1,691.50;1,691.50;11/5/2019;L1,890.00;COBRAR
CD9634-100;ST. W NK DRY ELEVATED SS BLK/WHT CD9634-100 # XS;850.00;NIKE;ROPA;1;722.50;722.50;15/4/2019;L790.00;COBRAR
KC238;PALEN GRAY/MAGENTA;590.00;K2C;ROPA;1;590.00;590.00;0/1/1900;L0.00;
VN0A38EMU5A;T.V PURPLE AUTHENTIC VN0A38EMU5A  # 6.5;1,590.00;VANS;ZAPATO;1;1,270.00;1,270.00;17/8/2018;L1,490.00;
517379 01;SUJETADOR DEPORTIVO PUMA BLACK 517379 01 # XS;1,290.00;PUMA;ROPA;1;1,190.00;1,190.00;10/5/2019;L1,190.00;ESTA BUENO
KC1201;Bethany Blue/Black;1,200.00;K2C;ROPA;1;250.00;250.00;0/1/1900;L0.00;
STS16648;Z. SPERRY 7 SEAS KNIT BLK STS16648 # 7.5;1,790.00;SPERRY TOP SIDER;ZAPATO;1;1,415.00;1,415.00;30/10/2017;L0.00;
204537-1ASCH;SANDALIA  CROCS BEIGE/WHT 204537-1AS # C4;790.00;CROCS;SANDALIAS;1;815.00;815.00;15/5/2017;L0.00;
A1Z14;T. BROOKLYN FABRIC OX MD RED A1Z14 # 7;2,790.00;TIMBERLAND;ZAPATO;1;2,232.00;2,232.00;22/4/2019;L2,590.00;COBRAR
PRO-HP18-BK;BOMBA P/INFLAR HD BLACK ;190.00;PROFLITE;ACCESORIOS;1;150.00;150.00;11/6/2018;L150.00;
A1NX9;Z.T. FLYROAM TRAIL MID FA TANGO RED A1NX9 # 7.5;3,290.00;TIMBERLAND;ZAPATO;1;2,797.00;2,797.00;22/2/2019;L2,990.00;
8-08834A214;LENTES SPEEDO BIOFUSE BLK/WHT 8-08834A214;790.00;SPEEDO;ACCESORIOS;1;790.00;790.00;16/6/2016;L750.00;
AQ4775-002;T. NIKE UTILITY TRAINER SPRNT/DK AQ4775-002 # 7;3,250.00;NIKE;ZAPATO;1;3,250.00;3,250.00;28/11/2018;L2,990.00;
BA5751 010;MALETIN NIKE BLK BA5751 010;990.00;NIKE;ACCESORIOS;1;990.00;990.00;28/9/2018;L950.00;
CH0650;S.ROCKPORT TTVELCRO BLACK CH0650 # 6.5;2,190.00;ROCKPORT;ZAPATO;1;1,861.50;1,861.50;22/8/2018;L1,990.00;
763525C;CONVERSE STREET SLIP NAVY 763525C # 6;1,390.00;CONVERSE;ZAPATO;1;1,290.00;1,290.00;11/5/2019;L1,290.00;ESTA BUENO
517443 04;CAMISETA PUMA  BK/GR 517443 04 # XS;1,590.00;PUMA;ROPA;1;1,272.00;1,272.00;10/5/2019;L1,390.00;COBRAR
KC230;PALEN GRAY/WHITE;590.00;K2C;ROPA;1;354.00;354.00;0/1/1900;L0.00;
WF59026;T.KEDS KICKSTAR DENIN BLUE WF59026 # 5;1,490.00;KEDS;ZAPATO;1;690.00;690.00;20/8/2018;L1,350.00;
AQU-8080;TAPON DE OIDO AQU-8080;90.00;AQUATEK;ACCESORIOS;1;42.86;42.86;11/6/2018;L50.00;
FOR-SA115;SPORTAID DE MUÑECA  BLK FOR-SA115;190.00;FORTIS;ACCESORIOS;1;190.00;190.00;20/10/2016;L150.00;
RWS3-247PU GREY;SANDALIA GREY RWS3-247PU GREY # 3.5;350.00;KENNETH COLE;ZAPATO;1;350.00;350.00;17/5/2019;L290.00;ESTA BUENO
WF34000;T.KEDS WHT CANVAS WF34000 #5.5;1,390.00;KEDS;ZAPATO;1;800.00;800.00;22/11/2016;L0.00;
516393 01;LYCRA PUMA WOMMENS PANTS BLK 516393 01 XS;1,290.00;PUMA;ROPA;1;516.00;516.00;9/2/2018;L1,190.00;
KT58681;T.KEDS GLITTERY HL LTHR WHITE KT58681 # 6;1,290.00;KEDS;ZAPATO;1;645.00;645.00;22/12/2017;L1,190.00;
NVP10438ML;RODILLERA NIKE BLUE NVP10438ML # M;590.00;NIKE;ACCESORIOS;1;550.00;550.00;22/3/2018;L550.00;
A1CLA  A58;MOCHILA TIMBERLAND ZIP TOP GREEN A1CLA  A58;1,350.00;TIMBERLAND;ACCESORIOS;1;1,350.00;1,350.00;31/5/2018;L1,250.00;
